1	0.6111111
2	0.5
3	0.5
4	0.33333334
5	0.2777778
6	0.44444445
7	0.5
8	0.5
9	0.5
10	0.3888889
11	0.2777778
12	0.44444445
13	0.3888889
14	0.3888889
15	0.3888889
16	0.5555556
17	0.6111111
18	0.6111111
19	0.6111111
20	0.6111111
21	0.6111111
22	0.6666667
23	0.7222222
24	0.6666667
25	0.7222222
26	0.6666667
27	0.7222222
28	0.7222222
29	0.7222222
30	0.7222222
